#t = 44900000; extr. Ts: 
0 0 0 0 
1 0 1937 193.7 
2 0 66913 6691.3 
3 0 1.1336e+06 113360 
4 0 8.67555e+08 25705.3 
5 0 2.67948e+07 178632 
0 1 0 0 
1 1 1286 128.6 
2 1 8010 801 
3 1 3.06707e+08 9087.6 
4 1 9.37384e+07 41661.5 
5 1 0 0 
0 2 63500 6350 
1 2 5799 579.9 
2 2 1.98683e+08 5886.9 
3 2 4.1623e+07 18499.1 
4 2 0 0 
5 2 0 0 
0 3 1.13439e+09 33611.5 
1 3 2.00655e+08 5945.34 
2 3 6.65508e+07 29578.2 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 4.041e+08 179600 
1 4 3.93449e+07 17486.6 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 7.58786e+07 505857 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
