#t = 44900000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 24100 2410 
4 0 4.12642e+08 12226.4 
5 0 1.08057e+07 72037.8 
0 1 8801 880.1 
1 1 0 0 
2 1 4652 465.2 
3 1 2.81083e+08 8328.38 
4 1 7.24414e+07 32196.2 
5 1 0 0 
0 2 20399 2039.9 
1 2 18224 1822.4 
2 2 3.67924e+08 10901.4 
3 2 6.25319e+07 27792 
4 2 0 0 
5 2 0 0 
0 3 1.23473e+09 36584.6 
1 3 2.49792e+08 7401.23 
2 3 6.75474e+07 30021.1 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 5.15875e+08 229278 
1 4 5.4008e+07 24003.5 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 1.27843e+08 852289 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
