#t = 45000000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 16079 1607.9 
4 0 4.13567e+08 12253.9 
5 0 7.44523e+06 49634.9 
0 1 0 0 
1 1 0 0 
2 1 3225 322.5 
3 1 2.00508e+08 5940.98 
4 1 5.35182e+07 23785.9 
5 1 0 0 
0 2 49169 4916.9 
1 2 20465 2046.5 
2 2 1.70843e+08 5062.01 
3 2 2.72232e+07 12099.2 
4 2 0 0 
5 2 0 0 
0 3 1.47841e+09 43804.6 
1 3 2.46641e+08 7307.88 
2 3 3.94277e+07 17523.4 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 6.18109e+08 274715 
1 4 5.82471e+07 25887.6 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 1.50976e+08 1.0065e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
