#t = 45300000; extr. Ts: 
0 0 4.14466e+08 138.155 
1 0 2.72253e+09 30.2504 
2 0 8.52147e+06 426.074 
3 0 1.43643e+07 3591.08 
4 0 5.89363e+06 40645.7 
5 0 9.74386e+06 324795 
0 1 4.12133e+06 1030.33 
1 1 2.33154e+07 233.154 
2 1 1.22179e+07 3054.49 
3 1 1.90387e+07 25384.9 
4 1 2.62516e+07 181045 
5 1 0 0 
0 2 1.02719e+06 7084.06 
1 2 8.9648e+06 2241.2 
2 2 1.45e+07 19333.3 
3 2 6.29918e+07 83989 
4 2 0 0 
5 2 0 0 
0 3 6.69817e+06 223272 
1 3 1.8565e+07 24753.3 
2 3 6.58306e+07 87774.1 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 9.57728e+06 1.91546e+06 
1 4 2.95979e+07 204124 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 9.87988e+06 9.87988e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
