#t = 45100000; extr. Ts: 
0 0 4.43336e+08 147.779 
1 0 2.82984e+09 31.4427 
2 0 7.1264e+06 356.32 
3 0 1.12573e+07 2814.34 
4 0 1.80235e+06 12430 
5 0 354846 11828.2 
0 1 3.00088e+06 750.221 
1 1 2.62804e+07 262.804 
2 1 9.57863e+06 2394.66 
3 1 1.26761e+07 16901.4 
4 1 8.14658e+06 56183.3 
5 1 0 0 
0 2 4.37328e+06 30160.6 
1 2 9.08803e+06 2272.01 
2 2 1.10563e+07 14741.7 
3 2 4.00382e+07 53384.3 
4 2 0 0 
5 2 0 0 
0 3 439603 14653.4 
1 3 8.8149e+06 11753.2 
2 3 4.18857e+07 55847.6 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 260435 52087 
1 4 3.33119e+06 22973.7 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 9018 9018 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
