#t = 45000000; extr. Ts: 
0 0 6.29297e+08 209.766 
1 0 2.48439e+09 27.6043 
2 0 8.73618e+06 436.809 
3 0 1.50835e+07 3770.88 
4 0 5.09812e+06 35159.4 
5 0 1.26672e+07 422242 
0 1 2.01058e+06 502.644 
1 1 1.81373e+07 181.373 
2 1 8.08057e+06 2020.14 
3 1 1.36212e+07 18161.6 
4 1 2.81799e+07 194344 
5 1 0 0 
0 2 1.47445e+06 10168.6 
1 2 9.02501e+06 2256.25 
2 2 1.17326e+07 15643.4 
3 2 4.8424e+07 64565.3 
4 2 0 0 
5 2 0 0 
0 3 3.04572e+06 101524 
1 3 2.28325e+07 30443.3 
2 3 6.98259e+07 93101.2 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 8.50828e+06 1.70166e+06 
1 4 5.28552e+07 364519 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 1.19743e+07 1.19743e+07 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
