#t = 47200000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 75346 7534.6 
4 0 1.18163e+09 35011.2 
5 0 1.37949e+08 919657 
0 1 0 0 
1 1 968 96.8 
2 1 5346 534.6 
3 1 3.53051e+08 10460.8 
4 1 2.46547e+08 109576 
5 1 1673 16730 
0 2 253 25.3 
1 2 15963 1596.3 
2 2 2.38097e+08 7054.71 
3 2 1.15294e+08 51241.9 
4 2 0 0 
5 2 0 0 
0 3 3.55104e+08 10521.6 
1 3 1.67702e+08 4968.96 
2 3 1.33741e+08 59440.3 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 3.78877e+08 168390 
1 4 1.15712e+08 51427.7 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 2.10599e+08 1.40399e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
