#t = 44300000; extr. Ts: 
0 0 3.34458e+08 111.486 
1 0 2.61304e+09 29.0338 
2 0 1.04535e+07 522.677 
3 0 1.35309e+07 3382.72 
4 0 6.1297e+06 42273.8 
5 0 4.25807e+06 141936 
0 1 4.59513e+06 1148.78 
1 1 2.14658e+07 214.658 
2 1 1.18428e+07 2960.69 
3 1 2.52127e+07 33616.9 
4 1 3.38983e+07 233782 
5 1 0 0 
0 2 1.17144e+06 8078.93 
1 2 1.19391e+07 2984.77 
2 2 2.0565e+07 27419.9 
3 2 1.6145e+08 215266 
4 2 0 0 
5 2 0 0 
0 3 1.09114e+06 36371.5 
1 3 1.77327e+07 23643.6 
2 3 9.58066e+07 127742 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 3.51785e+06 703569 
1 4 1.30651e+07 90104.2 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 5.87211e+06 5.87211e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
