#t = 44800000; extr. Ts: 
0 0 2.70262e+08 90.0873 
1 0 2.5529e+09 28.3656 
2 0 1.13904e+07 569.518 
3 0 2.44886e+07 6122.15 
4 0 9.71642e+06 67009.8 
5 0 3.03003e+07 1.01001e+06 
0 1 3.60319e+06 900.798 
1 1 2.39548e+07 239.548 
2 1 1.46837e+07 3670.91 
3 1 3.28071e+07 43742.8 
4 1 6.11413e+07 421664 
5 1 0 0 
0 2 622224 4291.2 
1 2 1.37224e+07 3430.59 
2 2 1.81878e+07 24250.4 
3 2 1.18824e+08 158432 
4 2 0 0 
5 2 0 0 
0 3 3.61132e+06 120377 
1 3 3.65134e+07 48684.5 
2 3 1.32363e+08 176484 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 1.15757e+07 2.31514e+06 
1 4 7.10527e+07 490019 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 7.87816e+06 7.87816e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
