#t = 43700000; extr. Ts: 
0 0 1.16748e+09 389.16 
1 0 1.74686e+09 19.4096 
2 0 6.92135e+06 346.067 
3 0 1.36728e+07 3418.21 
4 0 9.42219e+06 64980.6 
5 0 4.70444e+07 1.56815e+06 
0 1 1.83516e+06 458.791 
1 1 2.27881e+07 227.881 
2 1 1.05943e+07 2648.57 
3 1 1.51265e+07 20168.6 
4 1 8.38363e+06 57818.2 
5 1 0 0 
0 2 816410 5630.41 
1 2 1.67137e+07 4178.42 
2 2 1.92694e+07 25692.5 
3 2 9.46585e+07 126211 
4 2 0 0 
5 2 0 0 
0 3 2.78268e+06 92756.1 
1 3 4.10167e+07 54688.9 
2 3 8.1655e+07 108873 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 5.50479e+06 1.10096e+06 
1 4 4.77242e+07 329132 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 4.62801e+06 4.62801e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
