#t = 47100000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 1037 103.7 
4 0 4.00425e+08 11864.5 
5 0 1.57483e+07 104989 
0 1 0 0 
1 1 0 0 
2 1 13518 1351.8 
3 1 2.5392e+08 7523.56 
4 1 5.90625e+07 26250 
5 1 0 0 
0 2 23280 2328 
1 2 5342 534.2 
2 2 2.26705e+08 6717.18 
3 2 6.1875e+07 27500 
4 2 0 0 
5 2 0 0 
0 3 1.38976e+09 41178.2 
1 3 1.93193e+08 5724.25 
2 3 6.088e+07 27057.8 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 7.13762e+08 317227 
1 4 4.53142e+07 20139.6 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 2.06009e+08 1.37339e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
