#t = 47000000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 37 3.7 
3 0 18776 1877.6 
4 0 9.13013e+08 27052.2 
5 0 2.66017e+07 177345 
0 1 0 0 
1 1 0 0 
2 1 10721 1072.1 
3 1 5.72334e+08 16958 
4 1 1.31011e+08 58227 
5 1 0 0 
0 2 55169 5516.9 
1 2 2578 257.8 
2 2 3.38218e+08 10021.3 
3 2 9.04377e+07 40194.5 
4 2 0 0 
5 2 0 0 
0 3 8.57234e+08 25399.5 
1 3 1.81591e+08 5380.48 
2 3 5.76933e+07 25641.5 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 3.34501e+08 148667 
1 4 3.17225e+07 14098.9 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 8.45551e+07 563701 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
