#t = 47000000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 5598 559.8 
4 0 2.97308e+08 8809.13 
5 0 5.20453e+06 34696.9 
0 1 0 0 
1 1 0 0 
2 1 34247 3424.7 
3 1 3.38152e+08 10019.3 
4 1 8.32703e+07 37009 
5 1 0 0 
0 2 17061 1706.1 
1 2 4124 412.4 
2 2 2.61717e+08 7754.58 
3 2 8.88229e+07 39476.9 
4 2 0 0 
5 2 0 0 
0 3 1.36994e+09 40590.7 
1 3 1.85796e+08 5505.08 
2 3 4.9096e+07 21820.4 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 6.9511e+08 308938 
1 4 5.11418e+07 22729.7 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 1.93381e+08 1.28921e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
