#t = 46900000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 40123 4012.3 
4 0 4.88834e+08 14484 
5 0 1.81086e+07 120724 
0 1 0 0 
1 1 0 0 
2 1 9504 950.4 
3 1 3.71662e+08 11012.2 
4 1 1.0167e+08 45186.8 
5 1 0 0 
0 2 12368 1236.8 
1 2 6392 639.2 
2 2 3.53861e+08 10484.8 
3 2 1.11192e+08 49418.4 
4 2 0 0 
5 2 0 0 
0 3 1.16864e+09 34626.3 
1 3 2.21037e+08 6549.25 
2 3 5.58349e+07 24815.5 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 5.27284e+08 234349 
1 4 5.35121e+07 23783.2 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 1.39595e+08 930630 
1 5 2807 28070 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
