#t = 44700000; extr. Ts: 
0 0 234 23.4 
1 0 0 0 
2 0 0 0 
3 0 31079 3107.9 
4 0 6.50734e+08 19281 
5 0 2.44551e+07 163034 
0 1 10007 1000.7 
1 1 0 0 
2 1 27508 2750.8 
3 1 3.5277e+08 10452.4 
4 1 9.91612e+07 44071.7 
5 1 0 0 
0 2 85039 8503.9 
1 2 11723 1172.3 
2 2 3.21367e+08 9521.98 
3 2 8.94855e+07 39771.3 
4 2 0 0 
5 2 0 0 
0 3 1.07089e+09 31730.1 
1 3 1.63308e+08 4838.74 
2 3 4.09069e+07 18180.8 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 4.71606e+08 209602 
1 4 3.89452e+07 17309 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 1.18105e+08 787368 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
