#t = 46100000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 12132 1213.2 
4 0 5.28017e+08 15645 
5 0 1.79987e+07 119991 
0 1 0 0 
1 1 10 1 
2 1 59669 5966.9 
3 1 3.52333e+08 10439.5 
4 1 1.21192e+08 53863.2 
5 1 0 0 
0 2 12253 1225.3 
1 2 1265 126.5 
2 2 2.07058e+08 6135.05 
3 2 5.66612e+07 25182.7 
4 2 0 0 
5 2 0 0 
0 3 9.76921e+08 28945.8 
1 3 2.63742e+08 7814.57 
2 3 4.96907e+07 22084.7 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 6.34741e+08 282107 
1 4 1.26442e+08 56196.4 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 2.14819e+08 1.43213e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
