#t = 47800000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 17090 1709 
4 0 1.05886e+09 31373.8 
5 0 5.2028e+07 346853 
0 1 0 0 
1 1 0 0 
2 1 1751 175.1 
3 1 4.23334e+08 12543.2 
4 1 1.74608e+08 77603.8 
5 1 0 0 
0 2 9732 973.2 
1 2 1058 105.8 
2 2 2.71672e+08 8049.55 
3 2 1.30926e+08 58189.3 
4 2 0 0 
5 2 0 0 
0 3 6.82132e+08 20211.3 
1 3 2.06242e+08 6110.87 
2 3 7.37767e+07 32789.6 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 4.25492e+08 189107 
1 4 4.46785e+07 19857.1 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 1.36816e+08 912106 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
