#t = 47400000; extr. Ts: 
0 0 0 0 
1 0 0 0 
2 0 0 0 
3 0 9428 942.8 
4 0 5.54332e+08 16424.6 
5 0 1.73532e+07 115688 
0 1 0 0 
1 1 0 0 
2 1 60359 6035.9 
3 1 3.88746e+08 11518.4 
4 1 2.03767e+08 90562.9 
5 1 0 0 
0 2 8353 835.3 
1 2 6283 628.3 
2 2 2.83002e+08 8385.24 
3 2 9.49995e+07 42222 
4 2 0 0 
5 2 0 0 
0 3 8.64524e+08 25615.5 
1 3 2.62958e+08 7791.36 
2 3 7.95702e+07 35364.5 
3 3 0 0 
4 3 0 0 
5 3 0 0 
0 4 5.83621e+08 259387 
1 4 1.17332e+08 52147.7 
2 4 0 0 
3 4 0 0 
4 4 0 0 
5 4 0 0 
0 5 1.99512e+08 1.33008e+06 
1 5 0 0 
2 5 0 0 
3 5 0 0 
4 5 0 0 
5 5 0 0 
